fixed_acidity volatile_acidity residual_sugar chlorides total_sulfur_dioxide sulphates alcohol quality
0.285566048431541 0.407110222334012 -0.228264330328423 0.464356565601618 -0.969113126256566 -1.07363011354697 -1.24566811461602 5
0.22814943631129 1.63142615637077 -1.15527505567454 -0.418367672710034 0.0725583838075054 -0.459354340839609 -0.587542845639696 5
-1.14984925457471 0.852316016529197 1.16225175769075 0.621985893871556 0.261953203819155 0.0866685682336035 0.822725587880996 6
-0.977599418213958 2.04880658842876 -0.135563257793812 -0.48141940401801 -1.03224473292712 -0.459354340839609 0.352636110040765 6
-1.55176553941646 -0.149397020409969 -0.135563257793812 -1.08041085144377 1.68241435390652 -0.118090022668851 2.42102981253778 5
-0.460849909131708 -0.038095571861173 -0.228264330328423 -0.733626329249911 -0.811284109580191 -0.0498371590346997 1.29281506572123 6
-0.690516357612708 0.351459498059614 -0.135563257793812 -0.103109016170159 -0.085270632868869 -0.459354340839609 0.258618214472717 6
1.26164845447579 -0.538952090330756 0.791447467552306 0.275201371677693 0.767006057183553 0.291427159136058 0.0705824233366258 6
-0.173766848530459 -0.149397020409969 0.142539959810024 -0.0400572848621833 0.00942677713695563 -0.186342886303003 0.258618214472717 6
-0.173766848530459 -1.09545933307474 0.0498388872754121 0.243675506023705 1.0826640905363 1.04220865911173 -0.77557863677579 6
-0.231183460650709 1.07491891362679 -0.506367547932258 -0.229212478786109 -0.432494469556893 -0.732365795376215 -0.77557863677579 5
-0.920182806093708 0.518411670882808 -0.506367547932258 -0.134634881824146 0.514479630501354 -0.459354340839609 -1.05763232347993 6
0.45781588479229 1.43664862141038 0.142539959810024 0.30672723733168 -0.558757682897992 1.45172584091663 -0.963614427911881 6
-0.920182806093708 0.963617465077993 1.20860229395806 -0.512945269671997 -0.937547322921291 -0.868871522644518 2.04495823026559 5
0.17073282419104 -0.316349193233164 -0.0428621852591997 -0.292264210094084 -0.527191879562717 -1.27838870444943 -0.869596532343835 5
0.17073282419104 -0.872856435977145 3.66518071612527 -0.103109016170159 -1.19007374960349 -0.459354340839609 0.540671901176856 5
-0.633099745492458 -0.42765064178196 -0.413666475397646 -0.166160747478134 -0.558757682897992 -0.93712438627867 -0.493524950071651 6
1.31906506659604 -1.03980860880034 0.698746395017694 -0.166160747478134 1.01953248386575 0.359680022770209 -0.399507054503605 6
-0.862766193973458 0.852316016529197 -0.320965402863035 -0.418367672710034 -0.716586699574367 -0.322848613571306 -0.117453367799466 5
0.97456539387454 -0.984157884525941 0.0498388872754121 0.275201371677693 1.3351905172185 -1.48314729535188 -0.963614427911881 5
-0.403433297011459 5.86088120122503 -0.320965402863035 1.69386532610714 -1.15850794626822 -1.68790588625434 0.446654005608811 3
0.342982660551791 -0.260698468958766 1.44035497529459 0.558934162563581 -1.12694214293294 -0.391101477205458 1.57486875242536 7
-0.690516357612708 1.15839500003839 -0.506367547932258 0.527408296909594 0.987966680530477 -0.0498371590346997 -1.05763232347993 5
0.113316212070791 -1.76326802436752 -0.506367547932258 0.212149640369717 -0.716586699574367 0.154921431867755 -0.02343547223142 5
-0.690516357612708 0.741014567980401 1.34765390275998 0.0860461777537668 -0.0221390261983193 -0.732365795376215 -0.869596532343835 5
-0.747932969732958 -0.928507160251543 -0.135563257793812 0.0860461777537668 0.609177040507178 -0.732365795376215 -0.305489158935559 6
-1.20726586669496 -0.0937462961355711 -0.506367547932258 -0.859729791865861 -0.369362862886343 -0.527607204473761 1.01076137901709 6
