fixed_acidity volatile_acidity residual_sugar chlorides total_sulfur_dioxide sulphates alcohol quality
0.28556604843154104 0.407110222334012 -0.228264330328423 0.464356565601618 -0.9691131262565659 -1.0736301135469701 -1.24566811461602 5
0.22814943631129 1.63142615637077 -1.1552750556745401 -0.41836767271003406 0.0725583838075054 -0.45935434083960897 -0.587542845639696 5
-1.1498492545747099 0.852316016529197 1.16225175769075 0.621985893871556 0.261953203819155 0.0866685682336035 0.822725587880996 6
-0.977599418213958 2.04880658842876 -0.13556325779381198 -0.48141940401801 -1.03224473292712 -0.45935434083960897 0.352636110040765 6
-1.55176553941646 -0.149397020409969 -0.13556325779381198 -1.08041085144377 1.68241435390652 -0.118090022668851 2.4210298125377796 5
-0.4608499091317079 -0.038095571861172996 -0.228264330328423 -0.7336263292499109 -0.8112841095801909 -0.0498371590346997 1.2928150657212298 6
-0.690516357612708 0.351459498059614 -0.13556325779381198 -0.103109016170159 -0.085270632868869 -0.45935434083960897 0.258618214472717 6
1.2616484544757902 -0.538952090330756 0.7914474675523059 0.275201371677693 0.767006057183553 0.291427159136058 0.0705824233366258 6
-0.17376684853045904 -0.149397020409969 0.14253995981002401 -0.0400572848621833 0.00942677713695563 -0.18634288630300302 0.258618214472717 6
-0.17376684853045904 -1.09545933307474 0.0498388872754121 0.24367550602370497 1.0826640905363 1.04220865911173 -0.77557863677579 6
-0.23118346065070897 1.07491891362679 -0.506367547932258 -0.22921247878610898 -0.43249446955689297 -0.7323657953762149 -0.77557863677579 5
-0.920182806093708 0.5184116708828079 -0.506367547932258 -0.13463488182414599 0.514479630501354 -0.45935434083960897 -1.05763232347993 6
0.45781588479228996 1.43664862141038 0.14253995981002401 0.30672723733168 -0.5587576828979921 1.45172584091663 -0.9636144279118809 6
-0.920182806093708 0.963617465077993 1.20860229395806 -0.5129452696719969 -0.9375473229212908 -0.8688715226445181 2.04495823026559 5
0.17073282419104002 -0.316349193233164 -0.0428621852591997 -0.292264210094084 -0.527191879562717 -1.27838870444943 -0.8695965323438349 5
0.17073282419104002 -0.872856435977145 3.66518071612527 -0.103109016170159 -1.1900737496034899 -0.45935434083960897 0.540671901176856 5
-0.633099745492458 -0.42765064178196005 -0.413666475397646 -0.166160747478134 -0.5587576828979921 -0.93712438627867 -0.493524950071651 6
1.31906506659604 -1.03980860880034 0.698746395017694 -0.166160747478134 1.01953248386575 0.359680022770209 -0.399507054503605 6
-0.862766193973458 0.852316016529197 -0.320965402863035 -0.41836767271003406 -0.7165866995743672 -0.322848613571306 -0.11745336779946601 5
0.97456539387454 -0.9841578845259409 0.0498388872754121 0.275201371677693 1.3351905172185 -1.4831472953518798 -0.9636144279118809 5
-0.40343329701145897 5.86088120122503 -0.320965402863035 1.69386532610714 -1.15850794626822 -1.6879058862543401 0.446654005608811 3
0.34298266055179105 -0.260698468958766 1.44035497529459 0.558934162563581 -1.12694214293294 -0.3911014772054579 1.5748687524253602 7
-0.690516357612708 1.1583950000383898 -0.506367547932258 0.527408296909594 0.987966680530477 -0.0498371590346997 -1.05763232347993 5
0.113316212070791 -1.7632680243675198 -0.506367547932258 0.212149640369717 -0.7165866995743672 0.154921431867755 -0.02343547223142 5
-0.690516357612708 0.7410145679804009 1.3476539027599799 0.0860461777537668 -0.0221390261983193 -0.7323657953762149 -0.8695965323438349 5
-0.7479329697329581 -0.9285071602515429 -0.13556325779381198 0.0860461777537668 0.609177040507178 -0.7323657953762149 -0.30548915893555895 6
